Ih,critical_length,slope
0.0,560,0.11546028459593108
0.1,570,0.09006416040385569
0.2,560,0.11129313205949518
0.30000000000000004,550,0.12256295932541034
0.4,530,0.1272293759243521
0.5,540,0.13429904825048578
0.6000000000000001,540,0.13669584743713833
0.7000000000000001,530,0.1411183246187215
0.8,500,0.14335846567267907
0.9,530,0.14449500509286967
1.0,500,0.1454884185908052
